"id";"Titulo";"anoLetivo";"avaliacaoProposta";"coorientador";"dataEstado";"dataProposta";"descricao";"entidade";"estado";"idGrupo";"idtfc";"motivoRecusa";"numeroInscricoes";"orientador";"orientadorProposto";"preponente";"semestre";"tecnologias"
100;Gestão de negócios internacionais;"2019";;;"2022-10-07";"2022-10-07";Plataforma digital onde desenvolve-se um conjunto de ferramentas que permitam gerir projetos em diversos mercados internacionais, gerir projetos de empreendedores e divulgar o próprio projeto, junto de empresas, empreendedores e investidores, e outros stakeholders. Gestão de participantes em mercados e projetos, um BackOffice, com um conjunto de interfaces que permitam a inscrição de empresas, mas também a de potenciais empreendedores que pretendam recorrer aos serviços.;36;Publicado;;DEISI100;;0;p3478;;p3478;0;
101;Framework para Rede Colaborativa de Organizações;"2019";;;"2022-10-07";"2022-10-07";As redes não só ajudam os agentes a atingir massa crítica e económica de escala, mas também a abranger mercados maiores e mais diversificados, o que não aconteceria se os mesmos agentes trabalhassem isolados. Aplicando e estendendo um framework para redes colaborativas de organizações pretende-se criar redes fortes e motivar a inovação, assim, é proposto a articulação de uma rede de atores empresariais.;37;Publicado;;DEISI101;;0;p3478;;p3478;0;
102;Agregador multitemâtico;"2019";;;"2022-10-07";"2022-10-07";Portal social, com pesquisa natural, semântica, adaptativo a cada utilizador, agregador multitemâtico de publicações de blogs, portais e outros recursos. As plataformas (web, mobile ou desktop), tecnologias e as funcionalidades deverão ser definidos juntamente com o orientador.;38;Publicado;;DEISI102;;0;p3478;;p3478;0;
103;Desenvolvimento de uma API REST (com web tokens);"2019";Aceite;;"2022-10-07";"2022-10-07";Desenvolvimento de uma API REST (com web tokens) de gestão de uma associação desportiva que visa guardar a assiduidade nos treinos de cada escola associada, pagamentos de cotas (e integração com paypal), marcação de eventos especiais e broadcast de emails para os associados (todos, ou por categoria) com diversas informações.;10;Atribuido;;Aluno103;;0;p5403;p5403;a21604600;0;
104;Aplicão para Gestão do Clube de Corrida e Caminhada;"2019";Aceite;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma aplicação para gestão de actividades do Clube de Corrida e Caminhada de uma software house nacional. O projecto inclui o desenho da base de dados, assim como a implementação da funcionalidade de gestão de membros e actividades, e de alguns relatórios estatísticos (p.e. para controlo de orçamentos).

O projecto jâ se encontra em andamento com o orientador Rodrigo Correia e o co-orientador Bruno Cipriano.";10;Publicado;32;G104;;0;p5653;p5653;a21703349;0;
105;Geração automâtica de horârios;"2019";;;"2022-10-07";"2022-10-07";"Pretende-se com este trabalho o desenvolvimento de uma aplicação web, em que funcionârios dos recursos humanos poderiam utilizar para introduzirem prioridades e informações sobre qual a unidade curricular, número de horas, disponibilidades dos docentes, turmas, para que esta sozinha fizesse a atribuição de salas e gerar os horârios das turmas.
";;Publicado;;DEISI105;;0;p5932;;p5932;0;
106;Sistema de autenticação para a Bateria Sistémica de Lisboa;"2019";Aceite Com Modificações;;"2022-10-07";"2022-10-07";A Bateria Sistémica de Lisboa (BSL) diz respeito a um conjunto de provas numa base serious games, utilizada para a reabilitação cognitiva de pessoas com lesão cerebral adquirida. Estes pacientes têm habitualmente défices cognitivos que podem ser revertidos com a utilização de tarefas que replicam atividades da vida real, como aquelas que compõem a BSL. No entanto, esta prova carece ainda de um sistema de autenticação online que permita uma gestão de utilizadores, que é o objetivo deste projeto.;10;Publicado;;NDEISI106;Orientador poderâ ser alterado no processo de atribuição de TFC;0;p3025;p3025;pnd4;0;
107;Base de dados de utilizadores da Bateria Sistémica de Lisboa;"2019";Aceite;;"2022-10-07";"2022-10-07";A Bateria Sistémica de Lisboa (BSL) diz respeito a um conjunto de provas numa base serious games (desenvolvido com Unity), utilizada para a reabilitação cognitiva de pessoas com lesão cerebral. Estes pacientes têm défices cognitivos que podem ser revertidos com a utilização de tarefas que replicam atividades da vida real, como aquelas que compõem a BSL. O objetivo deste projeto é migrar estas tarefas para um sistema que ofereça um modo de interação mais intuitivo, como os tablets com Android.;10;Publicado;;NDEISI107;;0;p5502;p5502;pnd4;0;
108;Criar um programa que faça a integração entre o CRM Pipedrive e a ferramenta de facturação Invoicexpress;"2019";Aceite Com Modificações;;"2022-10-07";"2022-10-07";"O objectivo do trabalho é criar um programa que faça a integração entre o CRM Pipedrive e a ferramenta de facturação Invoicexpress. Esta ferramenta vai consumir os dados às APIs públicas da Pipedrive e permitir criar facturas na ferramenta de facturação, agilizando assim o trabalho de extração de informação de uma plataforma para a outra. 
Pretende-se com este trabalho a integração entre duas ferramentas,  autenticação e transporte de dados. 

Este TFC jâ estâ atribuído ao aluno NÂº21705356.";39;Publicado;;Empresa108;Orientador poderâ ser alterado no processo de atribuição de TFC;0;p3113;p3113;emp39;0;
109;Sistema de autenticação da Bateria Sistémica de Lisboa;"2019";Recusado;;"2022-10-07";"2022-10-07";A Bateria Sistémica de Lisboa (BSL) diz respeito a um conjunto de provas numa base serious games, utilizada para a reabilitação cognitiva de pessoas com lesão cerebral adquirida. Estes pacientes têm habitualmente défices cognitivos que podem ser revertidos com a utilização de tarefas que replicam atividades da vida real, como aquelas que compõem a BSL. No entanto, esta prova carece ainda de um sistema de autenticação online que permita uma gestão de utilizadores, que é o objetivo deste projeto.;;Recusado;;NDEISI109;duplicado NDEISI106;0;;;pnd4;0;
110;Bateria Sistémica de Lisboa: Adaptação para tablet;"2019";Aceite Com Modificações;;"2022-10-07";"2022-10-07";A Bateria Sistémica de Lisboa (BSL) diz respeito a um conjunto de provas numa base serious games desenvolvidas em Unity e utilizadas para a reabilitação cognitiva de pessoas com lesão cerebral adquirida. Uma das limitações apontadas diz respeito ao modo de interação que é baseado nos periféricos de um PC que levantam dificuldades a estes utilizadores. Uma possibilidade é migração destas provas para um suporte mais intuitivo como os tablets, sendo este o objetivo deste projeto.;10;Indisponivel;;NDEISI110;Orientador poderâ ser alterado no processo de atribuição de TFC;0;p5963;p5963;pnd4;0;
111;Anâlise automâtica de conversas em redes sociais.;"2019";;;"2022-10-07";"2022-10-07";O objetivo desta tese e coletar dados de conversas em redes sociais, particularmente do Twitter e de situações experimentais controladas, para utilizar técnicas de inteligência artificial e 'machine learning' para identificar conceitos chave. Uma vez identificados estes conceitos chave vamos analizar as suas dinâmica complexas no tempo para tentar identificar vulnerabilidades sociais, ideias que tem alta ressonância e capacidade viral, etc. ;;Publicado;;DEISI111;;0;p5265;;p5265;0;
112;Plataforma de resumos - De estudantes para estudantes ;"2019";Aceite;;"2022-10-07";"2022-10-07";"Neste TFC irâ ser desenvolvido um site e uma aplicação móvel de demonstração de resumos de qualidade para o estudo e promover o estudo independente e diârio fora das horas de aula.
O site irâ permitir os alunos e professores observarem os resumos que são publicados. A função do professor é de moderador, enquanto a função dos alunos é publicar, votar e comentar sobre os resumos.
A app serve de suporte ao site e tem como objectivo permitir aos alunos estudarem em condições que não permite um PC.";10;Publicado;35;G112;;0;p5932;p5932;a21703806;0;
113;Robot-Parte 1: Estrutura e Movimento;"2019";Aceite Com Modificações;;"2022-10-07";"2022-10-07";"O robô deve ter por 100 a 120 cm, base estâvel (baixo centro de massa) e ser capaz de se movimentar pelo chão, em todas as direções, com o uso de rodas.  As rodas devem ter diâmetro que permitam ultrapassar pequenos obstâculo no chão (p.e.: caricas) sem afetar a estabilidade do conjunto. Sobre essa base-robô serâ colocado o ""corpo"" humanóide do robô com outras partes de hardware (p.e.: câmera, microfone, colunas, etc.).  	Serâ necessârio criar uma API para que um computador remoto possa interagir/controlar o robô. 	Ex.: https://wowwee.com/products/robots";40;Publicado;;Empresa113;Orientador poderâ ser alterado no processo de atribuição de TFC;0;p2703;p2703;emp40;0;
114;Robot-Parte 2: Interacção e Comunicação;"2019";Aceite Com Modificações;;"2022-10-07";"2022-10-07";"O robô deve ter por 100 a 120 cm, base estâvel (baixo centro de massa) e ser capaz de se movimentar pelo chão, em todas as direções, com o uso de rodas. As rodas devem ter diâmetro que permitam ultrapassar pequenos obstâculo no chão (p.e.: caricas) sem afetar a estabilidade do conjunto. Sobre essa base-robô serâ colocado o ""corpo"" humanóide do robô com outras partes de hardware (p.e.: câmera, microfone, colunas, etc.). Serâ necessârio criar uma API para que um computador remoto possa interagir/controlar o robô. Ex.: https://wowwee.com/products/robots";40;Publicado;;Empresa114;Orientador poderâ ser alterado no processo de atribuição de TFC;0;p1059;p2703;emp40;0;
115;Criação de portal de colaborador em Odoo;"2019";Aceite Com Modificações;;"2022-10-07";"2022-10-07";Implementação de portal de interação com os colaboradores, baseado na tecnologia Odoo. Deverâ abarcar os seguintes processos: Férias, Faltas, Folhas de Horas, Recibos vencimento, Pedidos e suporte, Avaliação, Comunicações, Gamificação;41;Publicado;;Empresa115;Orientador poderâ ser alterado no processo de atribuição de TFC;0;p5930;p5930;emp41;0;
116;Prognósticos de  Apostas Desportivas ;"2019";Recusado;;"2022-10-07";"2022-10-07";A nossa aplicação tem como objetivo ajudar apostadores no mercado de apostas desportivas através de dicas de outros apostadores, funcionando ainda como uma comunidade de apostadores em que cada apostador possa dar a sua previsão para o jogo X, explicando (ou não) em seguida porque tomou essa escolha, através de um forum. Para alem da app estamos a pensar em criar um site.;10;Recusado;39;G116;Não tem conteúdo suficiente para TFC de duração anual;0;p5932;p5932;a21701870;0;
117;Desenvolvimento de vârias aplicações solicitadas pelas âreas de negócio;"2019";Aceite Com Modificações;;"2022-10-07";"2022-10-07";Foram identificadas algumas necessidades de desenvolvimento e algumas aplicações de suporte ao negócio. O objetivo deste trabalho seria o de detalhar os requisitos das aplicações junto das âreas de negócio e o desenvolvimento das mesma em Outsystems.;42;Publicado;;Empresa117;Orientador poderâ ser alterado no processo de atribuição de TFC;0;p2;p2;emp42;0;
118;Prognósticos de  Apostas Desportivas ;"2019";Aceite;;"2022-10-07";"2022-10-07";"Esta app/site funciona como uma comunidade de apostadores em que cada
apostador possa dar a sua previsão para o jogo X, explicando (ou não)
em seguida porque tomou essa escolha, através de um forum, tendo outras funcionalides como:
Comparação de odds dos diferentes sites de apostas e incluir um sistema de câlculo de odds. Dando uma ajuda ao utilizadores para escolher o melhor site para apostar.
Estatísticas das equipas.
Perfil de utilizador.
Sistema de ranking.
";10;Publicado;44;G118;;0;p5290;p5290;a21701870;0;
119;Aplicação para Gestão e Planeamento Técnicos no Terreno;"2019";Aceite;;"2022-10-07";"2022-10-07";Pretende-se criar uma aplicação Web, que suporta um modelo de subscrições, para controlar, gerir e planear técnicos no terreno. Esta plataforma incluirâ um backoffice, no qual podemos gerir todo o planeamento. Cada técnico ligado à subscrição vai poder instalar no seu dispositivo móvel a app para poder executar o serviço no terreno. Todas as funcionalidades do backoffice como das apps, serâ entregue ao docente.  ;10;Publicado;46;G119;;0;p5403;p5403;a21705846;0;
120;Matchmaking de Oferta e Procura de serviços;"2019";Aceite;;"2022-10-07";"2022-10-07";O objetivo é a criação de uma plataforma onde uma entidade que queira contratar um serviço farâ um perfil com as suas referencias e, no caso de existir um utilizador individual com a totalidade ou a maioria dos requisitos do contratante, os dois são imediatamente colocados em contacto. O mesmo acontece para alguém que procura trabalho. (Ex: Uma escola de surf à procura de um instrutor no mês de Julho na Nazaré). Este sistema facilitarâ e automatizarâ o processo de procura e oferta.;10;Publicado;47;G120;;0;p5932;p5932;a21703906;0;
121;Optimização de atribuição de equipas para maximizar a capacidade de resposta;"2019";Aceite;;"2022-10-07";"2022-10-07";App com gestão de pedidos de limpezas e respectiva atribuição das equipas necessârias. O utilizador envia fotos do local ou divisória que precisa de uma serviço de limpeza, posteriormente o sistema analisa todas as informações dadas pelo utilizador incluído fotos. Através de inteligência artificial o sistema avalia quantas pessoas são necessârias para limpar a divisão num curto espaço de tempo e atribui automaticamente uma das equipas para o pedido. Assim não é necessaria intervenção humana.;10;Publicado;49;G121;;0;p2703;p2703;a21703974;0;
122;Aplicação de gestão de condomínio usando Python e Django;"2019";;;"2022-10-07";"2022-10-07";"A linguagem Python é um sucesso de popularidade. A plataforma Django permite desenvolver em Python para a Web.
Pretende-se desenvolver um site de gestão de condomínios usando esta tecnologia, interagindo com uma base da dados MySQL.
As especificações do site serão fornecidas pela professor, pelo que o(s) aluno(s) terão que se concentrar no estudo da linguagem e na utilização da plataforma para o desenvolvimento Web.";;Publicado;;DEISI122;;0;p2357;;p2357;0;
123;Aplicação de gestão de condomínio usando PHP;"2019";;;"2022-10-07";"2022-10-07";"A linguagem PHP permite disponibilizar sites hospedados na nuvem de forma barata.
Pretendemos desenvolver uma aplicação WEB usando linguagem PHP e base dados MySQL, sem recorrer a frameworks para garantir controlo total do código.
As especificações do site serão fornecidas pela professor, assim como os templates de código, que depois serão usados para implementar todas as funcionalidades.";;Publicado;;DEISI123;;0;p2357;;p2357;0;
124;Aplicação WEB para gestão de inventârio de assets informâticos;"2019";;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma aplicação WEB que permita inventariar ""assets"" usados num departamento de informâtica. Por ""assets"" entendemos computadores, routers, switchs, redes, salas técnicas, etc, etc.
Os ""assets"" têm relações hierârquicas entre si, que variam de cliente para cliente, pelo que o grande desafio estâ no modelo de dados e na interface grâfica.
A solução técnica poderâ assentar em Java, PHP ou Python";;Publicado;;DEISI124;;0;p2357;;p2357;0;
125;Aplicação de Gestão Portfolio Aplicacional;"2019";;;"2022-10-07";"2022-10-07";"O objetivo deste trabalho é continuar o desenvolvimento de uma aplicação de Gestão de Portfólio Aplicacional, complementando a oferta comercial existente, que permita fazer o registo e controlo das aplicações em utilização, em implementação e planeadas, definir métricas para classificar as mesmas.
Deverâ ser permitido tipificar os perfis de utilizadores e definir as aplicações que cada perfil necessita.
Deverão ser disponibilizados alertas e relatórios agregados pelas métricas implementadas.";;Publicado;;DEISI125;;0;p2;;p2;0;
126;Aplicação de Gestão de Arquitetura Empresarial, Projetos e Portfólio Aplicacional.;"2019";;;"2022-10-07";"2022-10-07";Pretende-se com este trabalho desenvolver uma aplicação que permita controlar e relacionar as ações resultantes de um projeto de arquitetura empresarial, dos projetos em curso e do portfólio aplicacional.;;A Aguardar Atribuição;;DEISI126;;0;p2;;p2;0;
127;Elaboração da Arquitetura Empresarial (Sistemas de Informação) para uma empresa baseada no Framework de Zachman;"2019";;;"2022-10-07";"2022-10-07";Pretende-se com este trabalho efetuar um projeto de arquitetura empresarial de uma empresa utilizando como referência a Framework de Zachman e utilizando uma ferramenta de modelação de processos, preferencialmente o Powerdesigner 16.0 ou posterior. Deverão ser identificadas âreas de melhoria e ações a desenvolver (Plano de ação).               ;43;A Aguardar Atribuição;;DEISI127;;0;p2;;p2;0;
128;Desenvolvimento de funcionalidades para o middleware UbiPri;"2019";;;"2022-10-07";"2022-10-07";"Recentemente, a Internet of Things (IoT) tem verificado um crescimento muito râpido, com cada vez mais dispositivos do quotidiano ligados à Internet. Desta forma, torna-se importante estudar novos métodos de proteger os dados e privacidade dos utilizadores, tendo em conta que dispositivos IoT têm limitações a nível do poder computacional e de consumo energético, pelo que pode tornar difícil a implementação de soluções robustas que garantam a privacidade dos dados dos utilizadores.
";;A Aguardar Aprovação;;DEISI128;;0;p5905;;p5905;0;
129;Monitorizacao de dados ambientais;"2019";Aceite;;"2022-10-07";"2022-10-07";"Utilização de IOT para monitorização de dados ambientais(Temperatura e humidade).
1. Utilização de Hardware e software open-source.
2.  Aplicação móvel para apresentar a informação.
3. Base de dados para controlo de registos e armazenamentos dos dados da monitorização .";10;Publicado;;Aluno129;;0;p3025;p3025;a21502753;0;
130;LogiSim melhorado - Versão Lusófona;"2019";;;"2022-10-07";"2022-10-07";"Neste TFC, o objetivo é usar o LogiSim como partida para desenvolver um simulador feito à medida dos conteúdos programâticos de SD e AC dos cursos da ECATI.
Os trabalhos a efetuar são:Dominio da geração do simulador a partir do código fonte existente;Introdução de características inovadoras/reparação de bugs existentes:Desenvolvimento de bibliotecas específicas para SD e AC;
Os requisitos para este TFC são:
a) Domínio da programação JAVA + Grâficos.
b) Média das notas de SD e AC mín de 14V.";;A Aguardar Atribuição;;DEISI130;;0;p1059;;p1059;0;
131;Fazer coisas;"2019";;;"2022-10-07";"2022-10-07";Uma descrição qualquer;;A Aguardar Aprovação;;Aluno131;;0;;;a21000000;0;
132;Machine Learning para deteção de fraude online de cartões bancârios;"2019";Aceite;;"2022-10-07";"2022-10-07";Este trabalho tem como objetivo auxiliar a deteção de fraudes bancârias, de forma a reduzir o prejuízo de empresas que possam ser afetadas. Para isso, explora-se e aplica-se o conceito de Machine Learning, para se conseguir fazer uma deteção em tempo real de uma possível fraude, durante uma transação online;;Publicado;;DEISI132;;0;p5963;;p2703;0;
133;REST API Associação Portuguesa de Hapkido Yang Hum Kwan;"2019";Aceite;;"2022-10-07";"2022-10-07";Este Trabalho Final de Curso (TFC) enquadra-se num requerimento de umaassociação sem fins lucrativos de Artes Marciais, a Associação Portuguesa de HapkidoYang Hum Kwan, que pretende uma plataforma de gestão geral, como horârios e eventos,pagamentos de quotas e matéria lecionada em cada uma das escolas das variadas Artes;44;Publicado;;DEISI133;;0;p5403;;p2703;0;
134;Sistema de Avaliação de Desempenho;"2019";Aceite;;"2022-10-07";"2022-10-07";Este projeto serâ utilizado para a vertente dos Recursos Humanos, de uma instituição, onde se irâ integrar o Sistema de Avaliação de Desempenhos de forma a que cada utilizador presente no sistema ERP-GHR consiga ser avaliado e autoavaliado.A aplicação a ser desenvolvida serâ uma extensão do sistema ERP de Recursos Humanos jâ existente, sendo esta um motor de inquéritos personalizado;;Publicado;;DEISI134;;0;p2703;;p2703;0;
135;App4SHM - Aplicação móvel para anâlise estrutural;"2020";;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma aplicação móvel que consiga medir a integridade de uma estrutura (ex: ponte) através de leituras do acelerómetro e posterior processamento desses dados recorrendo a algoritmos de machine learning. Os algoritmos poderão ser executados no próprio dispositivo ou num servidor com o qual o dispositivo comunica. Este trabalho estâ inserido num projecto de investigação do Departamento de Engenharia Civil.
Nota: Este TFC jâ estâ atribuído.";45;Publicado;;DEISI135;;0;p4997;;p4997;0;
136;Vacqa Mobile - Auxílio ao diagnóstico de medicina veterinâria;"2020";;;"2022-10-07";"2022-10-07";"A aplicação vacqa é uma aplicação muito popular de assessoria à exploração de bovinos desenvolvida por um professor do departamento de medicina veterinâria. Pretende-se desenvolver a mesma aplicação em ambiente móvel que permita aos veterinârios fazerem o seu diagnóstico diretamente no telemóvel ou tablet, através do preenchimento de dados e captura de fotos.
Este trabalho é desenvolvido em parceria com o Departamento de Medicina Veterinâria.";46;Publicado;;DEISI136;;0;p4997;;p4997;0;
137;Plataforma de inquéritos aos alunos;"2020";;;"2022-10-07";"2022-10-07";"Os inquéritos de satisfação aos alunos do DEISI têm sido um sucesso mas dependem de um serviço externo (responster) com reduzida flexibilidade e interoperabilidade. Pretende-se desenvolver uma solução alternativa que mantenha todas as garantias de anonimato e a qualidade da interface grâfica em dispositivos móveis mas que permita maior interoperabilidade com os sistemas existentes. Caso tenha sucesso, passarâ a ser a plataforma oficial para os referidos inquéritos.
Nota: TFC jâ atribuído.";;Publicado;;DEISI137;;0;p4997;;p4997;0;
138;Gestão de centros de investigação;"2020";;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma aplicação web com a responsabilidade de gerir toda a informação dos investigadores de um centro de investigação: equipa de investigadores, atividades desenvolvidas, publicações, etc. A aplicação deverâ ser capaz de produzir diversos relatórios com base nesta informação. Este desenvolvimento serâ integrado num projecto do 
CeiED (Centro de Estudos Interdisciplinares em Educação e Desenvolvimento), mas pretende-se que seja alargado a outros centros no futuro.";47;Publicado;;DEISI138;;0;p4997;;p4997;0;
139;Home Surveilance Kit baseado em Raspberry Pi;"2020";;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver um sistema doméstico de videovigilância utilizando Raspberry Pi e os seu componentes
O sistema serâ composto por 3 componente: microcâmeras, armazenamento local e site para visualização de imagens. O sistema deverâ permitir live feed e consulta de gravações
Em adição, o sistema deverâ implementar solução avançadas, ex.: detecção de movimento, reconhecimento de objectos ou outros
Hardware disponibilizado";;Publicado;;DEISI139;;0;p2703;;p2703;0;
140;fechadura inteligente;"2020";;;"2022-10-07";"2022-10-07";"Desenvolvimento de fechadura digital inteligente com segurança avançada e confirmação em 2 passos. 
Projecto desenvolvido em Raspbery Pi (fechadura) e Android (chave) 
Pode assumir vârios formato, a concretizar na primeira faze do TFC, que poderão ir desde uso de credenciais integradas com sistemas empresarias à geração dinâmica de PIN (fechadura gera QR lido pelo Android, que gera PIN a inserir pelo utilizador na fechadura)
Continua TFC de anos anteriores
Hardware disponibilizado";;Publicado;;DEISI140;;0;p2703;;p2703;0;
141;Plataforma de subscrição de serviços;"2020";;;"2022-10-07";"2022-10-07";"Construção de um ecossistema colaborativo em formato crowdsourcing, destinado a entidades da Economia Social, suportado por uma plataforma de subscrição de serviços, disponibilizados em formato de partilha de tempo e operados segundo um modelo de funcionamento sem vinculo permanente entre entidades e pessoas participantes. 
Para este ano lectivo o objectivo é desenvolver a plataforma de publicação e subscrição de serviços, segundo as especificações do modelo conceptual produzido em TFC anterior";;Publicado;;DEISI141;;0;p2703;;p2703;0;
142;Plataforma de gestão de eventos v2;"2020";Aceite;;"2022-10-07";"2022-10-07";"Pretende-se dar seguimento ao desenvolvimento da componente web da plataforma de gestão de eventos desenvolvida por alunos do ano lectivo anterior. Serão adicionadas funcionalidades como, por exemplo, a edição de dados (membros, eventos), a migração automâtica da base de dados antiga para a nova plataforma. Tentativamente serâ analisada a possibilidade de implementar um sistema de recomendação de eventos.

A orientação deste projecto jâ foi discutida com o Prof. Bruno Cipriano.";10;Publicado;;Aluno142;;0;p4453;p4453;a21807154;0;
143;Aplicação de anâlise e priorização de requisitos;"2020";;;"2022-10-07";"2022-10-07";"Numa empresa são perdidas muitas horas no processo de decisão de quais os requisitos a implementar. É fundamental otimizar recursos e ganhos.
O objectivo deste trabalho é desenvolver uma aplicação que normaliza e avalie a qualidade dos requisitos, face a normas gerais de anâlise e especificação de requisitos e internas de uma empresa e que os classifique e lhes atribua prioridades, para facilitar o processo de decisão.
Deve também ser feita uma anâlise da situação atual da oferta de mercado.
";;Publicado;;DEISI143;;0;p2;;p2;0;
144;Aplicação de anâlise de qualidade de software.;"2020";;;"2022-10-07";"2022-10-07";"Muitas aplicações específicas desenvolvidas, nunca chegam a ser utilizadas e  quando existe necessidade de fazer alteração das mesmas, quem fez o desenvolvimento jâ não se encontra na empresa.
Pretende-se com este trabalho desenvolver uma aplicação que permita, com base nos requisitos e em normas realizar a anâlise e qualidade do software, como parte integrante do processo de aceitação e entrada em produção do mesmo.
Deve também ser feita uma anâlise da situação atual da oferta de mercado.";;Publicado;;DEISI144;;0;p2;;p2;0;
145;Aplicação de geração de testes a software;"2020";;;"2022-10-07";"2022-10-07";"Para que uma aplicação cumpra os objectivos para os quais foi implementada é fundamental assegurar que ela satisfaz as necessidades e requisitos definidos.
Por outro lado cada vez que se verificam actualizações ou adição de requisitos, é fundamental garantir que para além das novas funcionalidades, também as anteriores continuam a funcionar.
Pretende-se com base em Use Cases desenvolver uma aplicação que gere (e opcionalmente execute) testes de aceitação e conformidade da aplicação.";;Publicado;;DEISI145;;0;p2;;p2;0;
146;Aplicação móvel para membros de plataforma de gestão de eventos;"2020";Aceite;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma aplicação móvel para membros da plataforma de gestão de eventos de uma software house nacional.

Este projecto jâ se encontra em desenvolvimento com o Prof. Rodrigo Correia como orientador e o Prof.  Bruno Cipriano como co-orientador.  ";10;Publicado;;Aluno146;;0;p5653;p5653;a21805632;0;
149;Traveller's community;"2020";;;"2022-10-07";"2022-10-07";"Objetivo do TFC consiste no desenvolvimento de uma aplicação mobile cujo alvo são as pessoas que gostam de viajar e necessitam de uma ajuda a conhecer novos locais, rotas de viagens interessantes, conhecer novas pessoas durante a viagem, novos costumes locais, etc.
";;Publicado;;DEISI149;;0;p5932;;p5932;0;
152;Plataforma MentHA: gamification do treino cognitivo e avaliação neuropsicológica;"2020";;;"2022-10-07";"2022-10-07";Desenvolver uma plataforma web de gamification que implemente o programa de estimulação cognitiva Mental Health and Aging (shorturl.at/dCUW1), através de jogos, tarefas e quizz multimédia que incidam sobre a funcionalidade cognitiva e social dirigido a pessoas que apresentam comprometimento neuropsicológico e/ou demência. Serâ também implementado um protocolo de avaliação neuropsicológica dos pacientes, permitindo gerir, aplicar e visualizar avaliações destes. lucio.studer@ulusofona.pt;60;Publicado;;DEISI152;;0;p6069;;p6069;0;
154;Aplicação para a monitorização e controlo de Drones;"2020";;;"2022-10-07";"2022-10-07";Pretende-se desenvolver uma aplicação móvel que consiga monitorizar drones em qualquer ponto geogrâfico e ao mesmo tempo ser possível controlâ-los. Este trabalho insere-se em parceria com uma empresa portuguesa.;;Publicado;;DEISI154;;0;p6115;;p6115;0;
155;Aplicação para a monitorização de missões para Drones;"2020";;;"2022-10-07";"2022-10-07";Pretende-se desenvolver uma aplicação móvel que consiga criar/editar/enviar/receber missões para drones em qualquer ponto geogrâfico e ao mesmo tempo ser possível monitorizâ-los. Este trabalho insere-se em parceria com uma empresa portuguesa.;;Publicado;;DEISI155;;0;p6115;;p6115;0;
157;Loja Online;"2020";Aceite;;"2022-10-07";"2022-10-07";"O objetivo deste trabalho é a construção de uma plataforma de venda de produtos online, com vârias funcionalidades, entre as quais como a possibilidade de pesquisar produtos  e também com um backoffice para realizar a respetiva administração da plataforma.
Este trabalho seria realizado através de tecnologias como angular para o frontend ; a framework php laravel para o backend ; MySQL como local para guardar os dados";10;Publicado;;Aluno157;;0;p2357;p2357;a21006894;0;
158;Plataforma de Gestão de Identidades e Acessos;"2020";;;"2022-10-07";"2022-10-07";"Continuidade de protótipo de plataforma de Gestão de Identidades e Acessos, baseado em Open Source, com anâlise de vantagens e desvantagens entre OpenIAM, Shibboleth, WSO2 Identity Server, MidPoint, Soffid, Apache Syncope, Gluu.
Objetivo demonstrar integração e controlo de acessos  com um CRM, um Active Directory, um Gestor de Conteúdos, etc.";52;Publicado;;DEISI158;;0;p3113;;p3113;0;
159;Content Marketplace platform;"2020";;;"2022-10-07";"2022-10-07";"Lançamento de Prototipo desenvolvido em TFCs de anos anteriores (2019 - anâlise de requisitos; 2020 - prototipagem) de plataforma de gestão entre jornalistas, redatores e outros produtores de conteúdos (artigos, casos de sucesso, datasheets, etc.) e empresas de TI que necessitam de garantir a disponibilização de conteúdos sobre as suas temâticas, produtos ou serviços. Funcionalidades futuras: disseminar conteúdo de redes sociais ser aprovado, disseminar diretamente em vârias redes sociais.";11;Publicado;;DEISI159;;0;p3113;;p3113;0;
160;Buddy abroad ;"2020";;;"2022-10-07";"2022-10-07";"Fusão de Tinder +Uber para Guias Turisticos
Desenvolvimento de plataforma para a criação de novo modelo de guias turísticos. Conceitos: 
1- qualquer um pode ser guia turistico, tal como qualquer um pode conduzir um taxi para a Uber; 
2- fundamental fazer o match entre os desejos de visita de um turista com o perfil adequado de conhecimentos turísticos do guia, tal como o Tinder faz a junção de pessoas com os mesmos gostos";53;Publicado;;DEISI160;;0;p3113;;p3113;0;
161;Plataforma de Informação Geogrâfica para a CM Lisboa;"2020";;;"2022-10-07";"2022-10-07";"Baseada em tecnologia líder mundial de informação geogrâfica - ESRI.
Desenvolvimento de plataforma mobile de levantamento de estâtuas para a CM Lisboa e de plataforma Web de visualização e anâlise via dashboards  (similar a Google Maps).";54;Publicado;;DEISI161;;0;p3113;;p3113;0;
